text,category,severity,urgency
Solid Waste (Garbage) Related - Garbage vehicle not arrived in K.R.Market. Address not found And photo Not available,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Chalavadipalya. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Horamavu. The whole drain have been silted up and the work will be taken up on priority in the upcoming budget,Road Maintenance(Engg),MEDIUM,CONCERNED
Others - Others in Kengeri. 1st Assignment Based on Ward Mapping,Others,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road side drains in Horamavu. The whole drain have been silted up and the work will be taken up on priority in the upcoming budget,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Vignana Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Herohalli. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage transfer not as per norms & area not kept clean in Doddanekkundi. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Doddanekkundi. No relocation of dogs can be done as suprime court order,veterinary,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Visvesvarapuram. Resolved,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jnanabharathi Ward. Complainant is asking new street light will be provided on priority when the stock is available,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hemmigepura. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Vignana Nagar. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Padmanabha Nagar. Resolved,Forest,MEDIUM,CONCERNED
E khata / Khata services - Ekhata missing in online in Vignana Nagar. Updated,E khata / Khata services,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Mangammanapalya. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in HSR Layout. Complaint Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Doddanekkundi. No relocation of dogs can be done as suprime court order,veterinary,MEDIUM,CONCERNED
Information Technology - Others(Technical or Software Issues) in Sampangiram Nagar. Test,Information Technology,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Rajarajeshwari Nagar. Attended,Electrical,HIGH,URGENT
Revenue Department - Others (JC) in Yelahanka old Satellite Town. ಅರ್ಜಿದಾರರಿಗೆ ಮಾಹಿತಿಯನ್ನು ಹಿಂಬರಹದ ಮೂಲಕ ನೀಡಲಾಗಿದೆ,Revenue Department,MEDIUM,CONCERNED
E khata / Khata services - Other Khata / ekhata issues in Kavalbyrasandra. Asked to raise are quest in BBMP WEBSITE,E khata / Khata services,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Herohalli. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road cutting in Banaswadi. Complaint attended and resolved,Road Maintenance(Engg),MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in HBR Layout. Update soon,Road Maintenance(Engg),LOW,CONCERNED
Forest - obstructions Branches / Trees. in Byatarayanapura. Cleared,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kuvempu Nagar. Resolved,Electrical,HIGH,URGENT
E khata / Khata services - Other Khata / ekhata issues in Anjanapur. Yes,E khata / Khata services,MEDIUM,CONCERNED
"Revenue Department - Khata Services (Registration, Transfer, Bifurcation and Amalgamation) in Ramamurthy Nagar. it has been resolved",Revenue Department,MEDIUM,CONCERNED
Electrical - Street Light Not Working in HSR Layout. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Domlur. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Ramamurthy Nagar. No relocation of dogs can be done as suprime court order,veterinary,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Malleshwaram. Suresh team will attend,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Sudduguntepalya. Attended,Electrical,HIGH,URGENT
E khata / Khata services - Other Khata / ekhata issues in Rajarajeshwari Nagar. ಸದರಿ ಸ್ವತ್ತಿಗೆ ಸಂಬಂಧಿಸಿದ ಇ-ಪಿ.ಐ.ಡಿ ಮತ್ತು ದಾಖಲೆಗಳನ್ನು ನೀಡಿದ್ದಲ್ಲಿ ಕ್ರಮವಹಿಸಲಾಗುವುದು.,E khata / Khata services,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Doddabommasandra. Cleared,Forest,MEDIUM,CONCERNED
"veterinary - Stray dog related complaints in Banashankari Temple Ward. Dogs can't be relocated as per the ABC rules 2023, for barking, crying, chasing, nothing can be done since it is natural instincts of a dog. Sterilization and immunisation of streets Dogs will be done by BBMP Sir.",veterinary,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in K.R.Market. Mallaiya team will attend +919980279015,Forest,MEDIUM,CONCERNED
Road Maintenance(Engg) - footpath encroachment in Koramangala. We will clear it,Road Maintenance(Engg),MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Azad Nagar. Mallaiya team will attend +919980279015,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hoodi. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Uttarahalli. This Complaint belongs to RR Nagar zone,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Yelachenahalli. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Jnanabharathi Ward. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"Revenue Department - Khata Services (Registration, Transfer, Bifurcation and Amalgamation) in Horamavu. close",Revenue Department,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Attiguppe. Resolved,Forest,MEDIUM,CONCERNED
Parks and Play grounds - Inspection not done in Banaswadi. 1st Assignment Based on Ward Mapping,Parks and Play grounds,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Prakash Nagar. Close,Electrical,HIGH,URGENT
Lakes - Dumping of garbage into lake in Basavanapura. \N,Lakes,MEDIUM,CONCERNED
Electrical - Requirement For New Street Lights in Anjanapur. This New light will be installed as early as possible,Electrical,MEDIUM,CONCERNED
E khata / Khata services - Ekhata - name correction in Ramamurthy Nagar. close,E khata / Khata services,MEDIUM,CONCERNED
E khata / Khata services - Other Khata / ekhata issues in Horamavu. please enclose the bbmp katha copy,E khata / Khata services,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Dodda Bidarkallu. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Health Dept - Increase in mosquito density in Basavanapura. Attended,Health Dept,MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in Someshwara. This issue has been resolved,Road Maintenance(Engg),LOW,CONCERNED
Electrical - Street Light Not Working in Sri Nagar. Attended,Electrical,HIGH,URGENT
Parks and Play grounds - Environmental protection in Banaswadi. Security tenders will be called out in the Next tender,Parks and Play grounds,MEDIUM,CONCERNED
Electrical - Requirement For New Street Lights in Gottigere. This New light will be installed as early as possible,Electrical,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hombegowda Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Azad Nagar. Mallaiya team will attend +919980279015,Forest,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Mangammanapalya. Tender has been called to fix potholes when file is approved it will be cleared sooner,Road Maintenance(Engg),MEDIUM,CONCERNED
Road Infrastructure - Road Infrastructure in Banaswadi. This comes under project central,Road Infrastructure,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Basaveshwara Nagar. Maruti 9611848176,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Thanisandra. Cleared,Forest,MEDIUM,CONCERNED
Road Infrastructure - Road Infrastructure in Banaswadi. This comes under project central,Road Infrastructure,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Public dustbins not cleaned in Chalavadipalya. Clea,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Others - Others in Marathalli. 1st Assignment Based on Ward Mapping,Others,MEDIUM,NEUTRAL
Road Maintenance(Engg) - Road side drains in Shanthi Nagar. Cover slabs provided and pointing was done,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jakkur. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Gali Anjaneya Swamy Temple Ward. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Jnanabharathi Ward. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Jayanagar East. Resolved,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Uttarahalli. The tree has not been fully cut and it still has to be cleared by the Forest department,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in HBR Layout. Attended and cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Burning of Garbage in Open Space in Byatarayanapura. Complaint attend resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Shanthala Nagar. Resoved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Garudacharpalya. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Mangammanapalya. Right now grant is not available this potholes will be cleared by upcoming grant,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Sampangiram Nagar. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Potholes in Vijanapura. Kindly rise this complaint in the fix pothole application,Road Maintenance(Engg),MEDIUM,CONCERNED
Health Dept - Indira Canteen in Vasanth Nagar. Attended,Health Dept,MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Uttarahalli. Please call 1962 our ambulance,veterinary,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Nagarabhavi. Nagendra team will attend 8106538247,Forest,MEDIUM,CONCERNED
Parks and Play grounds - Environmental protection in Arakere. \N,Parks and Play grounds,MEDIUM,CONCERNED
veterinary - Animal Rescue - Not well - Requires attention in Giri Nagar. Complaint attended,veterinary,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Begur. Resolved,Forest,MEDIUM,CONCERNED
Health Dept - Increase in mosquito density in Basavanapura. Attended,Health Dept,MEDIUM,CONCERNED
Others - Others in Kengeri. 1st Assignment Based on Ward Mapping,Others,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Gali Anjaneya Swamy Temple Ward. Same complaint registering 2 time so closing 1 complaint 20693587,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Gali Anjaneya Swamy Temple Ward. Attended,Electrical,HIGH,URGENT
"veterinary - Stray dog related complaints in Sarakki. Complaint Attended ,Dogs can't be relocated as per the ABC rules 2023, for barking, crying, chasing, nothing can be done since it is natural instincts of a dog. Sterilization and immunisation of streets Dogs will be done by BBMP madam",veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hoysala Nagar. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Jogupalya. Complete cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Bilekahalli. Complaint cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Indira Canteen - Staff Related in Arakere. closed,Indira Canteen,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jogupalya. Complete cleared sir,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Ullalu. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kumaraswamy Layout. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Rajarajeshwari Nagar. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Manorayanapalya. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Subedarapalya. Suresh team will attend +918073299107,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Dead animal(s) in Benniganahalli. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - water leakage on road in Devasandra. Work as clear,Road Maintenance(Engg),MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in HBR Layout. Update soon,Road Maintenance(Engg),MEDIUM,CONCERNED
Road Maintenance(Engg) - water leakage on road in Devasandra. Work as clear,Road Maintenance(Engg),MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Gali Anjaneya Swamy Temple Ward. Resolved,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Govindraja Nagara. Nagendra team will attend 8106538247,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hemmigepura. Attended,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Govindraja Nagara. Nagendra team will attend 8106538247,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Vidyaranyapura. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Hanumantha Nagar. Attended,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Bagalagunte. please give an request letter to bbmp forest department office,Forest,LOW,CONCERNED
Electrical - Street Light Not Working in Subedarapalya. Close,Electrical,HIGH,URGENT
Electrical - Street Lights Switched On During Day Time in HAL Airport. Attended,Electrical,MEDIUM,CONCERNED
Health Dept - Air/Noise pollution in Jeevanbhima Nagar. Attended,Health Dept,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Attiguppe. Resolved,Forest,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Newthippasandra. New drain is being constructed,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Chamrajpet. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dumping in vacant sites in Thanisandra. Complete attend,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Nagavara. Cleard,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Gayathri Nagar. Suresh team will attend +918073299107,Forest,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Vasanth Nagar. According to supremcout guidelines there's no option for relocation of street dogs if required ABC and ARV is provided.,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Sanjay Nagar. Resolved,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Hebbal. issue is not resolved. tree is swaying in heavy winds,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Sudam Nagar. attended,Electrical,HIGH,URGENT
"Parks and Play grounds - Gym/Children Play equipment in the parks in Kavalbyrasandra. This Grievance is Comes Under EE Project, East Zone.",Parks and Play grounds,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Sudam Nagar. attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Sanjay Nagar. Resolved,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Radhakrishna Temple. Resolved,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Adugodi. Resolved,Forest,MEDIUM,CONCERNED
"Road Maintenance(Engg) - Potholes in Begur. The complainer number does not exist, kindly give the complainer number",Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Visvesvarapuram. Attended,Electrical,HIGH,URGENT
Others - Others in Shanthala Nagar. Forwarded Task,Others,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Pattabhiram Nagar. Complaint Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Kavalbyrasandra. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Kavalbyrasandra. Madam please give some food to the dogs they will be friendly and according to supremcout guidelines there's no option to relocation it's punishable.,veterinary,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Konanakunte. Resolved,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Doddanekkundi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Animal Cruelty/Relocated in Hemmigepura. Dog's cought for animal birth control and vaccination,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Konena Agrahara. Comes to other ward,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Newthippasandra. Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Forest,LOW,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in HSR Layout. BWSSB work is going on we have informed to BWSSB officials to clear the construction materials sooner,Road Maintenance(Engg),LOW,CONCERNED
Electrical - Street Light Not Working in Radhakrishna Temple. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Hemmigepura. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Shanthi Nagar. That is pravit,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kuvempu Nagar. Resolved,Electrical,HIGH,URGENT
E khata / Khata services - ekhata approval pending with ARO in Madiwala. all reday informed to applicant to apply again due to server error in that time dats y,E khata / Khata services,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Jnanabharathi Ward. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Byatarayanapura. Complaint attend resolved,Solid Waste (Garbage) Related,LOW,CONCERNED
Forest - obstructions Branches / Trees. in Bellandur. ದೂರನ್ನು ನಿರ್ವಹಿಸಲಾಗಿದೆ,Forest,MEDIUM,CONCERNED
Health Dept - Increase in mosquito density in Basavanapura. Attended,Health Dept,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Sarvagna Nagar. Cl,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Hanumantha Nagar. Resolved,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Yelachenahalli. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Sarvagna Nagar. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - Road side drains in Mallasandra. Contact the work inspector Anand,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Bommanahalli. Attended,Electrical,HIGH,URGENT
veterinary - Anti Rabies Vaccination of stray dogs in Begur. ARV and combined vaccination done our BBMP side as per schedule.,veterinary,MEDIUM,CONCERNED
Others - Others in Vasanth Nagar. 1st Assignment Based on Ward Mapping,Others,MEDIUM,NEUTRAL
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Jalahalli. Resolved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Anjanapur. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Potholes in HSR Layout. Suncity Apartments Ln road work has been taken in grant and it will be cleared sooner and some work is going on now,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Street Light Not Working in Kammanahalli. Cleared,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Someshwara. Resloved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Dodda Bidarkallu. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage dump in Gurappanapalya. Close,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Singasandra. Panchayat limits,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Basavanagudi. Resolved,Forest,MEDIUM,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in HSR Layout. we have informed to the BWSSB officers to clear the materials they will take the proper action.,Road Maintenance(Engg),LOW,CONCERNED
Solid Waste (Garbage) Related - Sweeping not done in Herohalli. Sweeping work ongoing,Solid Waste (Garbage) Related,LOW,CONCERNED
Road Maintenance(Engg) - Debris Removal / Construction Material in HSR Layout. BWSSB work is going on we have informed to BWSSB officials to clear the construction materials sooner,Road Maintenance(Engg),LOW,CONCERNED
E khata / Khata services - ekhata approval pending with ARO in Doddabommasandra. RESOLVED,E khata / Khata services,MEDIUM,CONCERNED
Electrical - Requirement For New Street Lights in Kammanahalli. Cleared,Electrical,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Hebbal. Please provide hard copy photo of the tree, bbmp tax paid, request letter to the 21st floor, Utility building, mayo hall, Bangalore-560 001",Forest,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Someshwara. Resloved,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Sri Rammandira. Close,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Subramanya Nagar. +91 80732 99107 suresh team will attend,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Begur. Attended,Electrical,HIGH,URGENT
veterinary - Animal birth control/neutering of stray dogs in Basavanapura. Complaint atteneded,veterinary,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Vidyapeetha. Resolved,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Thanisandra. Resolved,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Ullalu. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Ejipura. ATTENDED,Electrical,HIGH,URGENT
Others - Others in Domlur. 1st Assignment Based on Ward Mapping,Others,MEDIUM,NEUTRAL
Electrical - Street Light Not Working in Jakkur. Resolved,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Banaswadi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Banaswadi. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Road Maintenance(Engg) - UnAuthorised Constructions in Pattabhiram Nagar. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Koramangala. Resolved,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in H.M.T. Attended,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Subramanya Nagar. Suresh team will attend +918073299107,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Ullalu. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Hampi Nagar. Resolved,Forest,MEDIUM,CONCERNED
veterinary - Stray/Rabid dog bite in Horamavu. Complaint atteneded,veterinary,MEDIUM,CONCERNED
Road Maintenance(Engg) - footpath encroachment in Ullalu. \N,Road Maintenance(Engg),MEDIUM,CONCERNED
Electrical - Requirement For New Street Lights in HSR Layout. This New light will be installed as early as possible,Electrical,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Rayapuram. Complaint Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Potholes in Nagarabhavi. Close,Road Maintenance(Engg),MEDIUM,CONCERNED
"Forest - Removal of dead/fallen trees in Agaram. ""Manjunath C Ph.8722202267 """,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Yeshwanthpur. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Rajarajeshwari Nagar. Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Yelachenahalli. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Konanakunte. Nill,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Stray dog related complaints in Someshwara. Attended Spoken with the concern person. ABC and ARV program will be functioning regularly. STRICTLY NO RELOCATION OF DOGS IT'S AGAINST THE RULE.,veterinary,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Gandhi Nagar. Complaint Attended,Electrical,HIGH,URGENT
Solid Waste (Garbage) Related - Sweeping not done in Hoysala Nagar. Close,Solid Waste (Garbage) Related,LOW,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jagajeevanram Nagar. swm,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Puttenahalli. Please contact RFO, Bommanahalli Zone",Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Peenya Industrial Area. Attended,Electrical,HIGH,URGENT
Road Maintenance(Engg) - Road side drains in Horamavu. The whole drain have been silted up and the work will be taken up on priority in the upcoming budget,Road Maintenance(Engg),MEDIUM,CONCERNED
Sanitation - Urination in Public/Open Defecation in Rajarajeshwari Nagar. Call not received,Sanitation,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage vehicle not arrived in Horamavu. Cleared,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
veterinary - Animal birth control/neutering of stray dogs in Someshwara. Attended. Spoken with the concern person. ABC operation ARV vaccination has been functioning regularly in this ward. STRICTLY NO RELOCATION OF DOGS IT'S AGAINST THE RULE.,veterinary,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Yelachenahalli. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
"Forest - obstructions Branches / Trees. in Kavalbyrasandra. "" Neelakanta Ph.8310530558""",Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Pattabhiram Nagar. Resolved,Forest,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Ullalu. The Complaint has been resolved.,Forest,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Varthur. Attended,Electrical,HIGH,URGENT
Electrical - Street Light Not Working in Basavanagudi. Attended,Electrical,HIGH,URGENT
Forest - obstructions Branches / Trees. in Malleshwaram. Suresh team attended,Forest,MEDIUM,CONCERNED
Forest - Removal of dead/fallen trees in Padmanabha Nagar. Resolved,Forest,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Jayamahal. Complaint clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Solid Waste (Garbage) Related - Garbage dump in Shanthala Nagar. Clear,Solid Waste (Garbage) Related,MEDIUM,CONCERNED
Electrical - Street Light Not Working in Jnanabharathi Ward. Attended,Electrical,HIGH,URGENT
Sanitation - Public toilet(s) blockage in Singasandra. BWSSB Complaint,Sanitation,MEDIUM,CONCERNED
Forest - obstructions Branches / Trees. in Sri Nagar. Resolved,Forest,MEDIUM,CONCERNED
